art_nr|art_uvp
BSP21305|34,18
BSP21308|7,24
BSP21310|44,47
BSP21311|6,40
BSP21312|10,50
BSP21314|8,08
BSP21315|18,22
BSP21317|16,91
BSP21318|24,20
BSP21319|17,43
BSP21326|19,90
BSP21327|19,01
BSP21328|28,08
BSP21329|9,03
BSP21330|33,25
BSP21331|37,25
BSP21332|6,56
BSP21333|19,43
BSP21334|19,43
BSP21335|10,24
BSP21336|44,68
BSP21337|8,55
BSP21338|25,41
BSP21339|6,87
BSP21343|12,18
BSP21344|9,76
BSP21345|8,61
BSP21346|14,49
BSP21347|11,50
BSP21348|10,71
BSP21350|22,89
BSP21352|6,51
BSP21353|6,51
BSP21355|8,82
BSP21357|11,55
BSP21358|20,16
BSP21359|10,29
BSP21360|11,24
BSP21361|9,55
BSP21362|24,36
BSP21363|28,77
BSP21365|11,13
BSP21366|17,25
BSP21367|20,27
BSP21368|8,45
BSP21372|13,50
BSP21375|12,50
BSP21376|29,29
BSP21377|29,29
BSP21379|15,39
BSP21380|7,19
BSP21383|12,13
BSP21384|10,66
BSP21385|10,18
BSP21386|11,55
BSP21387|22,50
BSP21388|22,50
BSP21389|32,24
BSP21390|29,19
BSP21391|24,36
BSP21392|11,55
BSP21394|18,27
BSP21395|13,39
BSP21396|12,18
BSP21397|7,03
BSP21398|16,80
BSP21399|10,08
BSP21402|24,66
BSP21403|26,39
BSP21404|8,97
BSP21405|8,97
BSP21406|12,92
BSP21408|38,63
BSP21410|16,59
BSP21411|13,86
BSP21412|13,86
BSP21413|13,08
BSP21414|11,13
BSP21415|18,75
BSP21416|25,57
BSP21419|25,99
BSP21421|11,24
BSP21422|9,87
BSP21423|12,03
BSP21424|23,89
BSP21427|18,75
BSP21428|18,75
BSP21429|18,75
BSP21430|9,23
BSP21431|16,07
BSP21433|21,16
BSP21435|20,16
BSP21437|22,50
BSP21438|9,76
BSP21439|38,63
BSP21440|18,75
BSP21441|20,21
BSP21443|24,25
BSP21444|25,57
BSP21445|14,18
BSP21446|13,47
BSP21448|10,97
BSP21453|17,00
BSP21454|17,00
BSP21455|9,55
BSP21456|17,38
BSP21458|20,74
BSP21459|20,74
BSP21464|52,03
BSP21466|43,52
BSP21467|24,52
BSP21468|26,25
BSP21469|41,06
BSP21470|41,06
BSP21471|24,36
BSP21475|26,25
BSP21476|26,25
BSP21478|40,37
BSP21479|23,36
BSP21481|12,81
BSP21482|22,21
BSP21483|16,28
BSP21484|15,39
BSP21486|19,22
BSP21487|11,13
BSP21488|12,97
BSP21489|33,92
BSP21490|33,92
BSP21491|40,92
BSP21497|20,32
BSP21500|23,93
BSP21502|29,13
BSP21503|29,13
BSP21506|23,78
BSP21507|19,32
BSP21509|28,08
BSP21510|13,13
BSP21511|37,69
BSP21512|27,30
BSP21514|24,73
BSP21519|25,25
BSP21520|12,24
BSP21521|11,24
BSP21522|34,13
BSP21525|15,39
BSP21528|40,85
BSP21530|79,80
BSP21531|19,22
BSP21532|19,64
BSP21538|43,00
BSP21540|39,64
BSP21541|13,13
BSP21542|52,66
BSP21543|64,68
BSP21545|29,13
BSP21546|14,91
BSP21547|14,91
BSP21548|25,41
BSP21549|23,68
BSP21550|37,50
BSP21551|37,50
BSP21552|21,47
BSP21556|30,87
BSP21557|45,67
BSP21558|24,78
BSP21561|17,01
BSP21562|17,01
BSP21564|27,30
BSP21569|16,80
BSP21571|38,69
BSP21572|38,69
BSP21573|26,51
BSP21574|45,00
BSP21575|39,53
BSP21582|16,75
BSP21583|32,87
BSP21585|71,92
BSP21588|50,20
BSP21589|55,39
BSP21591|24,57
BSP21592|24,57
BSP21593|13,29
BSP21598|19,85
BSP21601|70,56
BSP21605|24,36
BSP21606|93,72
BSP21607|94,04
BSP21608|32,13
BSP21610|48,98
BSP21611|58,70
BSP21612|123,90
BSP21613|22,31
BSP21614|19,22
BSP21615|19,22
BSP21616|24,36
BSP21617|12,92
BSP21618|13,71
BSP21620|55,81
BSP21621|36,12
BSP21622|48,72
BSP21623|15,00
BSP21630|34,55
BSP21631|72,26
BSP21633|32,55
BSP21635|40,51
BSP21636|40,51
BSP21637|31,08
BSP21638|10,29
BSP21639|24,36
BSP21640|68,77
BSP21641|68,77
BSP21642|45,52
BSP21648|28,08
BSP21649|8,40
BSP21653|29,76
BSP21654|29,76
BSP21657|44,83
BSP21658|44,83
BSP21659|11,03
BSP21660|15,91
BSP21663|7,77
BSP21664|47,20
BSP21665|47,20
BSP21666|12,29
BSP21667|49,77
BSP21668|49,66
BSP21669|51,87
BSP21670|51,87
BSP21671|14,65
BSP21672|37,17
BSP21673|37,17
BSP21674|12,66
BSP21675|22,21
BSP21676|19,22
BSP21677|19,22
BSP21678|25,41
BSP21679|16,07
BSP21681|30,61
BSP21682|70,71
BSP21683|19,69
BSP21686|76,86
BSP21687|69,19
BSP21688|63,31
BSP21691|15,80
BSP21692|15,80
BSP21693|15,80
BSP21694|15,80
BSP21696|25,41
BSP21699|35,60
BSP21701|34,50
BSP21703|38,27
BSP21704|18,75
BSP21705|22,21
BSP21711|46,20
BSP21712|24,04
BSP21713|56,84
BSP21714|23,10
BSP21715|20,16
BSP21717|12,09
BSP21718|28,35
BSP21719|26,14
BSP21720|54,18
BSP21723|23,89
BSP21726|88,09
BSP21727|21,26
BSP21728|21,26
BSP21729|43,31
BSP21730|43,31
BSP21732|28,08
BSP21735|29,13
BSP21736|29,13
BSP21737|22,89
BSP21738|44,94
BSP21739|20,74
BSP21741|15,91
BSP21742|36,91
BSP21743|38,96
BSP21744|48,35
BSP21746|52,45
BSP21747|63,31
BSP21748|74,55
BSP21749|23,10
BSP21751|58,07
BSP21753|45,52
BSP21754|28,61
BSP21755|45,31
BSP21756|34,60
BSP21757|34,60
BSP21758|29,82
BSP21759|29,82
BSP21760|13,71
BSP21761|50,87
BSP21762|88,15
BSP21763|21,63
BSP21766|39,17
BSP21767|17,48
BSP21768|25,41
BSP21770|122,33
BSP21771|42,05
BSP21772|42,05
BSP21773|89,09
BSP21775|66,31
BSP21776|13,71
BSP21777|20,69
BSP21778|20,69
BSP21779|41,21
BSP21780|41,21
BSP21781|53,45
BSP21782|23,73
BSP21783|19,74
BSP21784|20,63
BSP21785|58,85
BSP21786|58,85
BSP21787|68,25
BSP21788|81,74
BSP21789|25,30
BSP21793|21,94
BSP21794|29,08
BSP21795|29,13
BSP21796|58,38
BSP21797|39,27
BSP21798|15,49
BSP21799|25,20
BSP21800|25,20
BSP21801|26,14
BSP21802|24,67
BSP21803|24,67
BSP21804|46,88
BSP21805|17,85
BSP21807|30,34
BSP21808|37,17
BSP21809|121,80
BSP21810|39,85
BSP21813|48,77
BSP21815|49,71
BSP21816|49,71
BSP21817|18,40
BSP21818|17,27
BSP21819|38,63
BSP21820|38,63
BSP21821|22,68
BSP21822|22,68
BSP21824|44,78
BSP21825|44,68
BSP21826|42,84
BSP21827|42,84
BSP21828|44,60
BSP21829|71,92
BSP21830|28,27
BSP21832|147,65
BSP21834|28,24
BSP21835|10,85
BSP21836|19,00
BSP21837|17,48
BSP21838|32,03
BSP21839|32,03
BSP21840|27,03
BSP21841|27,03
BSP21843|70,56
BSP21844|141,75
BSP21845|43,36
BSP21846|78,91
BSP21847|22,99
BSP21848|22,99
BSP21850|64,68
BSP21851|54,24
BSP21852|247,28
BSP21853|62,69
BSP21854|21,10
BSP21855|28,35
BSP21857|83,48
BSP21858|15,91
BSP21863|17,33
BSP21866|27,09
BSP21867|36,12
BSP21868|164,69
BSP21869|164,69
BSP21872|64,78
BSP21873|73,18
BSP21874|81,80
BSP21875|21,79
BSP21876|21,79
BSP21877|78,28
BSP21878|78,28
BSP21879|25,93
BSP21880|55,00
BSP21881|73,55
BSP21882|21,00
BSP21883|21,00
BSP21884|31,82
BSP21886|77,50
BSP21888|25,41
BSP21889|75,60
BSP21890|25,41
BSP21891|19,95
BSP21892|19,95
BSP21894|140,18
BSP21895|24,36
BSP21898|16,58
BSP21900|32,87
BSP21901|19,43
BSP21902|19,43
BSP21903|21,05
BSP21907|14,00
BSP21909|54,24
BSP21911|57,44
BSP21912|57,44
BSP21913|26,40
BSP21915|45,62
BSP21917|29,15
BSP21918|27,03
BSP21920|26,40
BSP21923|40,37
BSP21924|17,27
BSP21925|27,82
BSP21926|28,82
BSP21929|18,69
BSP21930|117,55
BSP21931|29,76
BSP21933|24,10
BSP21940|27,72
BSP21941|38,50
BSP21942|120,72
BSP21943|57,44
BSP21944|57,44
BSP21945|29,50
BSP21946|19,69
BSP21947|61,43
BSP21949|19,05
BSP21950|75,39
BSP21951|35,28
BSP21952|35,28
BSP21955|7,29
BSP21956|79,54
BSP21957|79,54
BSP21958|26,30
BSP21961|41,42
BSP21963|32,87
BSP21965|45,31
BSP21966|45,31
BSP21967|58,83
BSP21968|54,60
BSP21971|56,86
BSP21972|37,17
BSP21973|37,17
BSP21974|23,89
BSP21975|23,89
BSP21976|17,45
BSP21979|45,52
BSP21980|21,26
BSP21981|21,26
BSP21983|76,18
BSP21984|82,79
BSP21985|159,76
BSP21986|30,24
BSP21987|33,66
BSP21988|70,35
BSP21989|237,82
BSP21990|26,00
BSP21992|38,59
BSP21993|33,81
BSP21994|33,81
BSP21995|37,17
BSP21996|37,17
BSP21997|69,30
BSP21999|24,57
BSP22000|24,57
BSP22001|46,55
BSP22002|54,60
BSP22003|54,60
BSP22004|30,92
BSP22005|43,73
BSP22006|56,76
BSP22007|85,57
BSP22010|28,65
BSP22011|21,89
BSP22014|37,17
BSP22015|37,17
BSP22016|113,92
BSP22017|50,08
BSP22018|26,51
BSP22020|72,66
BSP22021|61,48
BSP22022|83,37
BSP22023|69,24
BSP22024|28,56
BSP22026|30,55
BSP22027|64,73
BSP22028|27,19
BSP22030|40,85
BSP22031|71,61
BSP22032|61,79
BSP22033|185,92
BSP22035|68,25
BSP22036|68,25
BSP22041|23,80
BSP22042|50,34
BSP22044|193,20
BSP22045|30,55
BSP22046|23,62
BSP22050|78,39
BSP22051|78,39
BSP22055|93,29
BSP22056|42,10
BSP22060|130,15
BSP22061|160,97
BSP22062|90,66
BSP22065|47,77
BSP22066|26,30
BSP22068|21,80
BSP22069|21,80
BSP22070|22,70
BSP22071|21,00
BSP22072|21,00
BSP22073|46,62
BSP22074|109,51
BSP22075|109,51
BSP22076|69,14
BSP22077|36,54
BSP22078|36,54
BSP22082|64,68
BSP22083|46,04
BSP22084|31,45
BSP22085|54,71
BSP22086|81,11
BSP22087|81,11
BSP22088|60,80
BSP22089|60,80
BSP22090|74,55
BSP22091|104,32
BSP22092|25,85
BSP22093|243,08
BSP22094|62,69
BSP22095|96,13
BSP22096|92,76
BSP22097|172,83
BSP22100|100,96
BSP22101|75,76
BSP22102|41,16
BSP22103|41,16
BSP22104|68,98
BSP22105|46,72
BSP22106|112,35
BSP22108|101,85
BSP22111|93,29
BSP22112|42,10
BSP22113|54,39
BSP22114|106,57
BSP22115|106,57
BSP22116|37,49
BSP22117|36,54
BSP22118|75,18
BSP22119|47,93
BSP22120|66,67
BSP22122|81,11
BSP22123|81,11
BSP22124|29,85
BSP22125|37,38
BSP22126|39,95
BSP22127|32,30
BSP22128|58,70
BSP22129|28,35
BSP22130|71,92
BSP22131|31,29
BSP22132|31,29
BSP22135|85,57
BSP22136|46,41
BSP22137|84,52
BSP22138|101,33
BSP22139|46,88
BSP22141|70,65
BSP22142|51,63
BSP22143|51,63
BSP22144|34,02
BSP22145|109,51
BSP22146|109,51
BSP22147|159,92
BSP22148|69,14
BSP22149|69,14
BSP22150|113,39
BSP22151|87,25
BSP22152|95,71
BSP22154|51,03
BSP22155|60,80
BSP22156|60,80
BSP22157|57,75
BSP22158|57,75
BSP22160|145,95
BSP22161|164,33
BSP22163|92,76
BSP22165|85,68
BSP22166|172,20
BSP22167|74,66
BSP22168|142,80
BSP22169|270,90
BSP22173|85,68
BSP22174|175,50
BSP22177|138,08
BSP22178|229,04
BSP22179|77,39
BSP22180|71,20
BSP22181|339,55
BSP22182|48,30
BSP22184|87,67
BSP22185|77,97
BSP22186|77,97
BSP22187|159,97
BSP22188|159,97
BSP22189|55,23
BSP22191|53,24
BSP22194|73,08
BSP22195|67,93
BSP22197|119,18
BSP22198|69,14
BSP22199|79,01
BSP22200|72,55
BSP22201|80,01
BSP22202|51,66
BSP22203|46,93
BSP22204|47,72
BSP22205|95,82
BSP22206|104,58
BSP22207|126,52
BSP22208|224,70
BSP22211|80,22
BSP22212|102,69
BSP22213|148,05
BSP22217|74,66
BSP22219|73,18
BSP22220|65,10
BSP22221|65,10
BSP22222|58,28
BSP22223|58,28
BSP22224|92,16
BSP22225|87,25
BSP22226|87,25
BSP22227|31,97
BSP22228|303,45
BSP22229|140,18
BSP22230|140,18
BSP22231|61,22
BSP22232|60,80
BSP22233|57,54
BSP22234|57,54
BSP22235|99,12
BSP22236|58,85
BSP22237|224,70
BSP22238|209,58
BSP22239|180,08
BSP22240|64,94
BSP22241|64,94
BSP22242|27,45
BSP22243|39,17
BSP22244|75,82
BSP22245|96,71
BSP22246|96,71
BSP22247|143,22
BSP22248|157,51
BSP22249|130,00
BSP22251|81,69
BSP22252|150,15
BSP22253|44,78
BSP22254|34,10
BSP22257|61,22
BSP22258|62,79
BSP22259|248,85
BSP22262|24,52
BSP22263|155,00
BSP22264|61,95
BSP22265|61,95
BSP22266|34,81
BSP22267|113,50
BSP22268|64,94
BSP22269|64,94
BSP22271|78,02
BSP22273|35,81
BSP22274|76,23
BSP22275|101,43
BSP22279|202,97
BSP22281|83,48
BSP22282|246,91
BSP22283|31,87
BSP22285|75,81
BSP22286|1048,95
BSP22287|1048,95
BSP22288|56,70
BSP22289|56,70
BSP22290|56,70
BSP22291|56,70
BSP22292|56,70
BSP22293|31,61
BSP22294|94,34
BSP22295|56,39
BSP22296|198,00
BSP22298|113,40
BSP22299|113,40
BSP22300|98,81
BSP22301|84,10
BSP22302|78,96
BSP22303|78,96
BSP22304|116,03
BSP22306|160,65
BSP22310|84,10
BSP22311|105,52
BSP22312|105,52
BSP22313|52,03
BSP22314|60,80
BSP22319|64,90
BSP22320|64,90
BSP22321|64,90
BSP22322|64,90
BSP22323|78,44
BSP22324|78,44
BSP22325|94,08
BSP22326|242,55
BSP22327|105,52
BSP22336|89,20
BSP22339|227,54
BSP22340|100,17
BSP22341|37,38
BSP22342|126,52
BSP22343|140,18
BSP22344|140,18
BSP22345|124,27
BSP22346|124,27
BSP22347|190,05
BSP22348|190,05
BSP22350|245,18
BSP22351|124,01
BSP22354|104,16
BSP22355|104,16
BSP22356|42,80
BSP22357|124,95
BSP22358|99,86
BSP22361|115,00
BSP22362|49,19
BSP22363|156,45
BSP22364|104,32
BSP22365|133,87
BSP22366|46,15
BSP22367|112,87
BSP22369|116,03
BSP22370|116,03
BSP22371|92,19
BSP22372|92,19
BSP22375|103,48
BSP22380|91,45
BSP22381|160,65
BSP22382|172,00
BSP22385|105,50
BSP22386|209,58
BSP22390|67,62
BSP22392|79,75
BSP22394|110,77
BSP22395|110,77
BSP22399|67,99
BSP22400|212,45
BSP22401|165,90
BSP22402|90,93
BSP22403|90,93
BSP22405|92,08
BSP22408|98,18
BSP22409|98,18
BSP22412|79,00
BSP22413|202,13
BSP22414|76,23
BSP22415|1048,95
BSP22416|88,41
BSP22421|183,75
BSP22422|190,57
BSP22423|581,70
BSP22426|105,47
BSP22427|105,47
BSP22430|206,85
BSP22432|62,69
BSP22433|190,57
BSP22434|165,90
BSP22435|107,62
BSP22436|115,50
BSP22437|58,85
BSP22438|142,80
BSP22439|82,53
BSP22441|172,20
BSP22442|202,13
BSP22443|72,20
BSP22444|64,94
BSP22445|64,94
BSP22446|92,08
BSP22447|92,08
BSP22448|235,69
BSP22449|235,69
BSP22450|123,09
BSP22451|123,90
BSP22452|123,90
BSP22455|265,65
BSP22462|67,62
BSP22464|136,00
BSP22468|90,00
BSP22469|90,00
BSP22471|64,94
BSP22472|64,94
BSP22473|64,78
BSP22474|64,78
BSP22475|165,90
BSP22476|163,12
BSP22477|210,76
BSP22479|89,00
BSP22480|66,83
BSP22481|71,55
BSP22482|359,10
BSP22483|359,10
BSP22485|203,70
BSP22488|1048,95
BSP22490|130,72
BSP22491|206,33
BSP22492|60,06
BSP22493|60,06
BSP22496|220,50
BSP22500|84,86
BSP22502|160,44
BSP22503|150,94
BSP22504|160,44
BSP22505|150,94
BSP22506|219,58
BSP22507|88,57
BSP22508|88,57
BSP22509|308,24
BSP22511|348,97
BSP22512|348,97
BSP22513|180,08
BSP22514|143,09
BSP22516|144,68
BSP22517|64,94
BSP22518|64,94
BSP22520|462,78
BSP22521|82,85
BSP22522|82,85
BSP22523|252,03
BSP22525|63,58
BSP22526|136,50
BSP22530|144,38
BSP22531|308,24
BSP22533|110,30
BSP22534|93,24
BSP22537|99,86
BSP22538|33,90
BSP22539|114,45
BSP22540|73,50
BSP22541|435,75
BSP22542|177,45
BSP22543|206,85
BSP22544|104,69
BSP22545|104,69
BSP22546|92,30
BSP22547|157,71
BSP22548|78,55
BSP22550|64,94
BSP22551|64,94
BSP22552|311,85
BSP22553|162,39
BSP22554|157,82
BSP22555|103,32
BSP22556|165,38
BSP22557|144,38
BSP22558|57,50
BSP22561|82,79
BSP22562|82,79
BSP22563|219,87
BSP22564|155,66
BSP22565|152,88
BSP22566|113,40
BSP22567|113,40
BSP22568|102,48
BSP22569|1048,95
BSP22570|142,80
BSP22571|1048,95
BSP22572|375,70
BSP22573|234,52
BSP22574|66,15
BSP22575|132,30
BSP22576|132,30
BSP22577|179,03
BSP22578|105,47
BSP22579|105,47
BSP22582|98,39
BSP22583|171,15
BSP22584|436,37
BSP22585|72,70
BSP22586|286,65
BSP22587|244,44
BSP22588|150,50
BSP22589|150,50
BSP22590|180,08
BSP22591|175,40
BSP22592|139,71
BSP22593|215,61
BSP22594|467,25
BSP22595|467,25
BSP22596|224,02
BSP22597|169,94
BSP22599|97,02
BSP22600|520,80
BSP22601|147,52
BSP22602|147,52
BSP22603|85,99
BSP22604|85,99
BSP22605|184,28
BSP22606|184,28
BSP22608|222,60
BSP22609|220,25
BSP22610|149,62
BSP22612|203,70
BSP22613|59,30
BSP22614|197,82
BSP22617|220,24
BSP22618|220,24
BSP22619|283,15
BSP22621|251,48
BSP22622|64,94
BSP22628|190,57
BSP22631|190,05
BSP22632|268,35
BSP22633|68,20
BSP22636|113,92
BSP22637|113,92
BSP22638|202,13
BSP22639|326,55
BSP22640|240,67
BSP22643|289,80
BSP22646|109,09
BSP22647|109,09
BSP22648|162,23
BSP22649|158,06
BSP22650|464,10
BSP22651|246,75
BSP22652|234,36
BSP22653|234,36
BSP22657|174,82
BSP22658|311,85
BSP22659|326,70
BSP22660|144,32
BSP22661|171,36
BSP22662|249,38
BSP22664|328,65
BSP22665|129,67
BSP22666|224,70
BSP22667|181,29
BSP22668|193,89
BSP22669|168,00
BSP22670|168,00
BSP22671|237,77
BSP22673|267,75
BSP22676|397,49
BSP22677|389,55
BSP22678|389,55
BSP22681|284,55
BSP22682|221,55
BSP22683|221,55
BSP22684|189,21
BSP22685|206,17
BSP22686|199,29
BSP22687|342,30
BSP22688|316,05
BSP22689|158,18
BSP22690|60,06
BSP22691|60,06
BSP22692|57,91
BSP22693|57,91
BSP22694|177,45
BSP22695|382,20
BSP22696|320,25
BSP22697|199,29
BSP22698|233,62
BSP22699|250,95
BSP22700|213,88
BSP22701|244,65
BSP22702|199,29
BSP22706|316,05
BSP22707|174,61
BSP22708|174,61
BSP22714|137,29
BSP22715|137,29
BSP22716|181,13
BSP22717|240,50
BSP22720|181,29
BSP22721|366,38
BSP22722|201,34
BSP22723|201,34
BSP22724|177,45
BSP22725|191,83
BSP22726|191,83
BSP22727|181,13
BSP22728|435,75
BSP22733|250,95
BSP22734|250,95
BSP22735|234,15
BSP22737|468,19
BSP22738|406,00
BSP22743|123,00
BSP22750|236,77
BSP22751|228,90
BSP22754|234,15
BSP22755|341,25
BSP22756|191,10
BSP22757|22,47
BSP22759|228,38
BSP22761|246,75
BSP22763|190,57
BSP22764|283,50
BSP22770|185,54
BSP22771|185,54
BSP22772|185,54
BSP22773|185,54
BSP22774|649,95
BSP22777|181,29
BSP22778|418,95
BSP22783|678,00
BSP22784|367,50
BSP22785|367,50
BSP22791|234,67
BSP22793|912,45
BSP22794|706,65
BSP22797|582,75
BSP22799|262,70
BSP22804|694,05
BSP22806|262,70
BSP22807|698,25
BSP22808|651,00
BSP22811|732,04
BSP22812|404,25
BSP22814|465,15
BSP22815|472,50
BSP22817|635,25
BSP22818|829,00
BSP22819|706,65
BSP22821|504,00
BSP22822|436,80
BSP22825|857,00
BSP22826|568,00
BSP22900|149,00
BSP22902|205,50
BSP22906|45,65
BSP22907|45,65
BSP22908|349,65
BSP22909|124,50
BSP22910|159,60
BSP22910.H|82,50
BSP22911|159,60
BSP22912|243,60
BSP22913|53,45
BSP22914|53,45
BSP22915|39,59
BSP22916|318,49
BSP22917|159,60
BSP22918|349,58
BSP22919|174,82
BSP22921|7,40
BSP22922|54,78
BSP22924|174,82
BSP22925|159,60
BSP22926|159,59
BSP22927|48,98
BSP22928|59,21
BSP22929|49,29
BSP22930|343,00
BSP22931|171,50
BSP22933|333,00
BSP22934|333,00
BSP22935|217,00
BSP22936|264,00
BSP22938|368,00
BSP22939|171,50
BSP22940|453,00
BSP22941|453,00
BSP22942|340,00
BSP22943|340,00
BSP22944|328,00
BSP22945|303,00
BSP22946|328,00
BSP22947|303,00
BSP22948|212,50
BSP22949|224,00
BSP22950|225,00
BSP22951|741,00
BSP22952|741,00
BSP23000|764,00
BSP23001|565,00
BSP23002|45,00
BSP23003|19,50
BSP23005|10,25
BSP23007|14,35
BSP23008|7,35
BSP23011|6,00
BSP23012|58,40
BSP23013|106,00
BSP23016|16,70
BSP23018|54,30
BSP23019|9,75
BSP23022|7,40
BSP23023|4,75
BSP23024|50,90
BSP23025|34,60
BSP23027|105,70
BSP23031|9,00
BSP23032|3,80
BSP23033|89,25
BSP23035|55,70
BSP23036|11,60
BSP23037|11,60
BSP23039|21,45
BSP23040|164,95
BSP23042|16,00
BSP23043|1,65
BSP23045|10,25
BSP23046|77,90
BSP23047|77,90
BSP23048|329,50
BSP23049|329,50
BSP23050|34,30
BSP23051|10,45
BSP23052|39,30
BSP23053|39,30
BSP23055|229,50
BSP23056|121,50
BSP23057|379,00
BSP23058|53,40
BSP23059|794,00
BSP23060|794,00
BSP23061|708,00
BSP23062|29,55
BSP23063|24,70
BSP23064|425,00
BSP23065|16,10
BSP23066|63,30
BSP23069|446,00
BSP23070|64,60
BSP23071|64,60
BSP23073|4,60
BSP23075|33,65
BSP23076|65,60
BSP23077|36,75
BSP23079|358,00
BSP23080|220,00
BSP23081|11,75
BSP23083|75,00
BSP23085|55,20
BSP23087|7,85
BSP23088|157,00
BSP23089|48,70
BSP23090|120,40
BSP23091|2,75
BSP23092|129,00
BSP23093|128,00
BSP23094|300,00
BSP23095|300,00
BSP23096|26,80
BSP23097|186,00
BSP23098|48,00
BSP23099|8,35
BSP23100|18,10
BSP23101|64,60
BSP23102|46,80
BSP23103|46,80
BSP23104|46,80
BSP23105|46,80
BSP23106|16,30
BSP23107|6,20
BSP23108|11,75
BSP23109|3,50
BSP23111|785,00
BSP23112|535,00
BSP23113|78,40
BSP23114|160,50
BSP23115|126,50
BSP23116|43,30
BSP23117|40,65
BSP23118|167,00
BSP23119|6,75
BSP23120|5,55
BSP23121|280,00
BSP23122|296,00
BSP23123|137,50
BSP23124|10,60
BSP23125|114,50
BSP23127|1140,00
BSP23128|35,60
BSP23129|26,50
BSP23130|19,50
BSP23131|168,50
BSP23132|1376,00
BSP23133|43,75
BSP23134|46,80
BSP23135|105,00
BSP23136|395,00
BSP23137|328,00
BSP23138|49,80
BSP23142|32,50
BSP23147|9,80
BSP23149|6,80
BSP23150|168,50
BSP23152|65,50
BSP23153|15,45
BSP23158|166,00
BSP23159|250,00
BSP23161|45,90
BSP23162|11,10
BSP23163|46,90
BSP23164|152,00
BSP23166|133,00
BSP23170|34,75
BSP23174|216,50
BSP23175|216,50
BSP23176|86,80
BSP23178|79,30
BSP23179|16,45
BSP23180|72,40
BSP23181|35,80
BSP23183|152,50
BSP23184|110,00
BSP23185|250,00
BSP23187|46,80
BSP23188|17,35
BSP23189|633,00
BSP23190|549,00
BSP23192|165,00
BSP23194|247,50
BSP23195|1140,00
BSP23196|21,30
BSP23197|71,50
BSP23198|69,60
BSP23199|56,00
BSP23200|27,40
BSP23201|33,75
BSP23202|160,50
BSP23203|10,30
BSP23204|118,50
BSP23205|94,60
BSP23208|25,50
BSP23211|1165,00
BSP23212|229,50
BSP23215|64,60
BSP23216|25,80
BSP23217|10,30
BSP23218|764,00
BSP23219|39,85
BSP23221|16,30
BSP23223|71,90
BSP23226|6,75
BSP23228|153,00
BSP23230|67,90
BSP23231|1349,00
BSP23232|70,40
BSP23233|70,40
BSP23235|168,10
BSP23236|2,80
BSP23237|13,60
BSP23240|14,20
BSP23241|6,25
BSP23243|79,50
BSP23244|1,35
BSP23245|169,00
BSP23246|5,15
BSP23247|3,10
BSP23248|313,00
BSP23249|1,75
BSP23250|447,00
BSP23255|24,65
BSP23256|488,00
BSP23258|18,25
BSP23260|151,50
BSP23261|7,05
BSP23262|6,15
BSP23263|14,60
BSP23264|361,00
BSP23265|148,50
BSP23266|38,70
BSP23267|14,00
BSP23268|99,50
BSP23269|36,25
BSP23270|251,00
BSP23271|251,00
BSP23272|251,00
BSP23273|251,00
BSP23274|196,50
BSP23276|328,00
BSP23277|21,25
BSP23278|991,00
BSP23280|1705,00
BSP23282|27,45
BSP23283|22,15
BSP23284|36,20
BSP23286|6,15
BSP23287|591,00
BSP23288|591,00
BSP23296|10,85
BSP23298|124,00
BSP23300|3,95
BSP23301|4,05
BSP23302|33,55
BSP23304|186,00
BSP23305|82,90
BSP23306|82,90
BSP23307|39,95
BSP23308|16,30
BSP23311|243,50
BSP23312|23,35
BSP23313|23,35
BSP23314|35,50
BSP23315|77,60
BSP23316|152,00
BSP23317|152,00
BSP23318|16,55
BSP23320|43,75
BSP23321|33,40
BSP23322|47,70
BSP23323|46,80
BSP23324|19,45
BSP23325|90,70
BSP23326|125,00
BSP23327|12,40
BSP23328|14,15
BSP23329|19,45
BSP23330|78,80
BSP23331|11,50
BSP23332|77,95
BSP23333|19,90
BSP23334|170,00
BSP23335|125,00
BSP23337|3975,00
BSP23338|567,00
BSP23339|244,00
BSP23340|125,00
BSP23341|60,20
BSP23342|60,20
BSP23343|161,00
BSP23344|460,00
BSP23345|46,80
BSP23346|290,00
BSP23347|250,00
BSP23348|49,90
BSP23349|39,25
BSP23350|19,00
BSP23352|61,60
BSP23353|378,00
BSP23354|378,00
BSP23355|37,50
BSP23356|50,00
BSP23357|75,40
BSP23358|31,20
BSP23359|173,00
BSP23360|7,70
BSP23361|7,70
BSP23362|90,00
BSP23363|14,35
BSP23364|21,80
BSP23365|9,00
BSP23366|115,00
BSP23367|8,40
BSP23368|41,25
BSP23369|20,70
BSP23370|97,70
BSP23371|238,00
BSP23372|106,50
BSP23373|4,50
BSP23374|19,10
BSP23375|52,50
BSP23376|35,80
BSP23377|25,95
BSP23378|34,95
BSP23379|25,95
BSP23380|6,50
BSP23381|20,50
BSP23382|263,00
BSP23385|190,35
BSP23386|37,80
BSP23388|28,35
BSP23389|24,55
BSP23391|99,30
BSP23392|99,30
BSP23393|45,98
BSP23394|32,50
BSP23395|32,50
BSP23403|14,10
BSP23404|46,60
BSP23405|37,00
BSP23406|25,10
BSP23408|37,35
BSP23409|14,60
BSP23410|40,42
BSP23411|39,70
BSP23412|76,90
BSP23414|84,60
BSP23415|72,20
BSP23416|116,00
BSP23417|72,00
BSP23418|25,15
BSP23419|66,80
