art_nr|art_ctcid|art_kat|art_ukat|art_uvp|art_bild
BGS10846||0|0|62.10|
BGS10847||0|0|66.76|
BGS10848||0|0|66.76|
BGS10849||0|0|45.02|
BGS10850||0|0|67.28|
BGS10851||0|0|53.82|
BGS10852||0|0|53.82|
BGS10853||0|0|63.65|
BGS10854||0|0|60.03|
BGS10855||0|0|60.03|
BGS10856||0|0|85.91|
BGS10857||0|0|53.82|
BGS10858||0|0|50.72|
BGS10859||0|0|50.72|
BGS10860||0|0|82.80|
BGS10861||0|0|82.80|
BGS10862||0|0|64.17|
BGS10863||0|0|64.17|
BGS10864||0|0|61.07|
BGS10865||0|0|61.07|
BGS10866||0|0|61.07|
BGS10867||0|0|61.07|
BGS10868||0|0|102.47|
BGS10869||0|0|102.47|
BGS10870||0|0|102.47|
BGS10871||0|0|102.47|
BGS10872||0|0|102.47|
BGS10873||0|0|102.47|
BGS10874||0|0|55.89|
BGS10875||0|0|55.89|
BGS10876||0|0|52.79|
BGS10877||0|0|52.79|
BGS10878||0|0|68.31|
BGS10879||0|0|68.31|
BGS10880||0|0|62.10|
BGS10881||0|0|62.10|
BGS10882||0|0|64.17|
BGS10883||0|0|64.17|
BGS10884||0|0|70.38|
BGS10885||0|0|70.38|
BGS10886||0|0|56.93|
BGS10887||0|0|71.42|
BGS10888||0|0|71.42|
BGS10889||0|0|71.42|
BGS10890||0|0|71.42|
BGS10891||0|0|67.28|
BGS10892||0|0|66.24|
BGS10893||0|0|66.24|
BGS10894||0|0|66.24|
BGS10895||0|0|70.38|
BGS10896||0|0|70.38|
BGS10897||0|0|61.07|
BGS10898||0|0|61.07|
BGS10899||0|0|64.17|
BGS10900||0|0|64.17|
BGS10901||0|0|61.07|
BGS10902||0|0|61.07|
BGS10903||0|0|77.63|
BGS10904||0|0|77.63|
BGS10905||0|0|52.79|
BGS10906||0|0|52.79|
BGS10907||0|0|77.63|
BGS10908||0|0|77.63|
BGS10909||0|0|77.63|
BGS10910||0|0|77.63|
BGS10911||0|0|53.82|
BGS10912||0|0|66.24|
BGS10913||0|0|66.24|
BGS10914||0|0|36.23|
BGS10915||0|0|26.39|
BGS10916||0|0|25.88|
BGS10917||0|0|27.95|
BGS10918||0|0|36.23|
BGS10919||0|0|26.39|
BGS10920||0|0|23.29|
BGS10921||0|0|25.88|
BGS10922||0|0|27.50|
BGS10923||0|0|23.29|
BGS10924||0|0|25.88|
BGS10925||0|0|26.65|
BGS10926||0|0|20.71|
BGS10927||0|0|41.40|
BGS10928||0|0|14.18|
BGS10929||0|0|14.18|
BGS10930||0|0|45.54|
BGS10931||0|0|23.29|
BGS10932||0|0|14.80|
BGS10933||0|0|21.74|
BGS10934||0|0|20.70|
BGS10935||0|0|22.25|
BGS10936||0|0|23.58|
BGS10937||0|0|23.81|
BGS10938||0|0|22.25|
BGS10939||0|0|23.81|
BGS10940||0|0|18.32|
BGS10941||0|0|41.40|
BGS10942||0|0|90.56|
BGS10943||0|0|68.31|
BGS10944||0|0|68.31|
BGS10945||0|0|72.45|
BGS10946||0|0|26.13|
BGS10947||0|0|30.02|
BGS10948||0|0|25.88|
BGS10949||0|0|45.54|
BGS10950||0|0|27.43|
BGS10951||0|0|24.84|
BGS10952||0|0|25.88|
BGS10953||0|0|28.98|
BGS10954||0|0|19.15|
BGS10955||0|0|21.22|
BGS10956||0|0|30.02|
BGS10957||0|0|34.98|
BGS10958||0|0|20.70|
BGS10959||0|0|19.67|
BGS10960||0|0|16.04|
BGS10961||0|0|24.32|
BGS10962||0|0|21.74|
BGS10963||0|0|63.14|
BGS10964||0|0|46.58|
BGS10965||0|0|28.46|
BGS10966||0|0|113.85|
BGS10967||0|0|28.46|
BGS10968||0|0|23.29|
BGS10969||0|0|22.25|
BGS10970||0|0|24.84|
BGS10971||0|0|30.53|
BGS10972||0|0|31.05|
BGS10973||0|0|23.29|
BGS10974||0|0|22.77|
BGS10975||0|0|49.16|
BGS10976||0|0|25.88|
BGS10977||0|0|21.22|
BGS10978||0|0|29.31|
BGS10979||0|0|19.15|
BGS10980||0|0|24.32|
BGS10981||0|0|28.46|
BGS10982||0|0|56.93|
BGS10983||0|0|24.32|
BGS10984||0|0|24.32|
BGS10985||0|0|22.77|
BGS10986||0|0|21.74|
BGS10987||0|0|24.32|
BGS10988||0|0|25.36|
BGS10989||0|0|26.81|
BGS10990||0|0|30.02|
BGS10991||0|0|25.36|
BGS10992||0|0|31.05|
BGS10993||0|0|31.05|
BGS10994||0|0|31.05|
BGS10995||0|0|25.36|
BGS10996||0|0|23.29|
BGS10997||0|0|31.05|
BGS10998||0|0|21.22|
BGS10999||0|0|29.50|
BGS11000||0|0|18.65|
BGS11001||0|0|38.00|
BGS11002||0|0|37.75|
BGS11003||0|0|29.50|
BGS11004||0|0|29.50|
BGS11005||0|0|19.50|
BGS11006||0|0|22.95|
BGS11007||0|0|22.95|
BGS11008||0|0|22.95|
BGS11009||0|0|22.95|
BGS11010||0|0|22.95|
BGS11011||0|0|84.68|
BGS11012||0|0|24.50|
BGS11013||0|0|27.70|
BGS11014||0|0|19.00|
BGS11015||0|0|42.80|
BGS11016||0|0|22.95|
BGS11017||0|0|22.95|
BGS11018||0|0|32.65|
BGS11019||0|0|27.55|
BGS11020||0|0|26.75|
BGS11021||0|0|32.09|
BGS11022||0|0|32.65|
BGS11023||0|0|29.00|
BGS11025||0|0|23.50|
BGS11026||0|0|32.50|
BGS11027||0|0|38.90|
BGS11028||0|0|15.45|
BGS11029||0|0|15.45|
BGS11030||0|0|20.25|
BGS11031||0|0|24.00|
BGS11032||0|0|19.00|
BGS11033||0|0|19.00|
BGS11034||0|0|19.00|
BGS11035||0|0|79.50|
BGS11036||0|0|37.75|
BGS11037||0|0|33.75|
BGS11038||0|0|24.00|
BGS11039||0|0|22.65|
BGS11040||0|0|34.10|
BGS11041||0|0|25.75|
BGS11042||0|0|25.75|
BGS11043||0|0|88.00|
BGS11044||0|0|31.50|
BGS11045||0|0|31.50|
BGS11046||0|0|19.00|
BGS11047||0|0|19.00|
BGS11048||0|0|25.75|
BGS11049||0|0|19.00|
BGS11050||0|0|25.00|
BGS11051||0|0|32.75|
BGS11052||0|0|32.75|
BGS11053||0|0|32.75|
BGS11054||0|0|32.75|
BGS11055||0|0|29.75|
BGS11056||0|0|29.75|
BGS11057||0|0|29.75|
BGS11058||0|0|29.75|
BGS11059||0|0|24.50|
BGS11060||0|0|19.00|
BGS11061||0|0|15.90|
BGS11062||0|0|22.50|
BGS11063||0|0|37.85|
BGS11064||0|0|37.85|
BGS11065||0|0|32.00|
BGS11066||0|0|27.00|
BGS11067||0|0|33.00|
BGS11068||0|0|17.40|
BGS11069||0|0|62.50|
BGS11070||0|0|20.00|
BGS11071||0|0|25.50|
BGS11072||0|0|22.50|
BGS11073||0|0|22.50|
BGS11074||0|0|32.00|
BGS11075||0|0|23.75|
BGS11076||0|0|21.50|
BGS11077||0|0|29.75|
BGS11078||0|0|31.50|
BGS11079||0|0|13.85|
BGS11080||0|0|65.00|
BGS11081||0|0|17.60|
BGS11082||0|0|33.75|
BGS11083||0|0|24.95|
BGS11084||0|0|67.50|
BGS11085||0|0|67.50|
BGS11086||0|0|67.50|
BGS11087||0|0|49.00|
BGS11088||0|0|23.95|
BGS11089||0|0|21.50|
BGS11090||0|0|23.50|
BGS11091||0|0|14.50|
BGS11092||0|0|16.50|
BGS11093||0|0|14.50|
BGS11094||0|0|16.30|
BGS11095||0|0|13.70|
BGS11096||0|0|15.70|
BGS11097||0|0|29.95|
BGS11098||0|0|20.75|
BGS11099||0|0|33.00|
BGS11100||0|0|33.00|
BGS11101||0|0|21.25|
BGS11102||0|0|23.75|
BGS11103||0|0|27.75|
BGS11104||0|0|22.95|
BGS11105||0|0|22.95|
BGS11106||0|0|22.95|
BGS11107||0|0|22.95|
BGS11108||0|0|25.75|
BGS11109||0|0|19.00|
BGS11111||0|0|29.50|
BGS11112||0|0|31.75|
BGS11113||0|0|25.75|
BGS11114||0|0|19.00|
BGS11115||0|0|22.75|
BGS11116||0|0|64.50|
BGS11117||0|0|24.15|
BGS11118||0|0|112.50|
BGS11119||0|0|112.50|
BGS11120||0|0|56.95|
BGS11121||0|0|55.60|
BGS11122||0|0|26.50|
BGS11123||0|0|26.50|
BGS11124||0|0|55.78|
BGS11125||0|0|54.10|
BGS11126||0|0|20.50|
BGS11127||0|0|23.50|
BGS11128||0|0|24.00|
BGS11129||0|0|35.42|
BGS11130||0|0|35.99|
BGS11131||0|0|26.50|
BGS11132||0|0|25.00|
BGS11133||0|0|40.00|
BGS11134||0|0|40.00|
BGS11135||0|0|19.00|
BGS11136||0|0|19.00|
BGS11137||0|0|19.00|
BGS11138||0|0|19.00|
BGS11139||0|0|19.00|
BGS11140||0|0|19.00|
BGS11141||0|0|20.00|
BGS11142||0|0|33.00|
BGS11143||0|0|57.50|
BGS11144||0|0|41.48|
BGS11145||0|0|18.43|
BGS11146||0|0|25.00|
BGS11147||0|0|36.00|
BGS11148||0|0|16.50|
BGS11149||0|0|51.14|
BGS11150||0|0|23.00|
BGS11151||0|0|15.60|
BGS11152||0|0|23.00|
BGS11153||0|0|30.00|
BGS11154||0|0|85.00|
BGS11155||0|0|47.50|
BGS11156||0|0|43.00|
BGS11157||0|0|54.74|
BGS11158||0|0|54.74|
BGS11159||0|0|41.60|
BGS11160||0|0|36.80|
BGS11161||0|0|51.65|
BGS11162||0|0|22.00|
BGS11163||0|0|27.50|
BGS11164||0|0|47.50|
BGS11165||0|0|20.00|
BGS11166||0|0|25.00|
BGS11167||0|0|59.10|
BGS11168||0|0|55.00|
BGS11169||0|0|42.00|
BGS11170||0|0|41.50|
BGS11171||0|0|65.00|
BGS11172||0|0|41.50|
BGS11173||0|0|47.50|
BGS11174||0|0|24.00|
BGS11175||0|0|38.50|
BGS11176||0|0|27.50|
BGS11177||0|0|29.80|
BGS11178||0|0|46.53|
BGS11179||0|0|20.00|
BGS11180||0|0|70.32|
BGS11181||0|0|42.50|
BGS11182||0|0|37.50|
BGS11183||0|0|27.50|
BGS11184||0|0|42.00|
BGS11185||0|0|27.00|
BGS11186||0|0|27.00|
BGS11187||0|0|20.56|
BGS11189||0|0|14.87|
BGS11190||0|0|19.00|
BGS11191||0|0|27.50|
BGS11192||0|0|27.50|
BGS11193||0|0|30.59|
BGS11194||0|0|19.50|
BGS11195||0|0|125.00|
BGS11196||0|0|39.50|
BGS11197||0|0|19.00|
BGS11198||0|0|19.00|
BGS11199||0|0|19.50|
BGS11200||0|0|16.50|
BGS11201||0|0|34.65|
BGS11202||0|0|30.00|
BGS11203||0|0|57.50|
BGS11204||0|0|37.50|
BGS11205||0|0|36.59|
BGS11206||0|0|29.81|
BGS11207||0|0|18.00|
BGS11208||0|0|27.00|
BGS11209||0|0|20.00|
BGS11210||0|0|21.50|
BGS11211||0|0|28.74|
BGS11212||0|0|17.80|
BGS11213||0|0|20.00|
BGS11214||0|0|20.00|
BGS11215||0|0|14.75|
BGS11216||0|0|24.50|
BGS11217||0|0|41.76|
BGS11218||0|0|29.50|
BGS11219||0|0|29.50|
BGS11220||0|0|37.50|
BGS11221||0|0|35.00|
BGS11222||0|0|78.00|
BGS11223||0|0|60.00|
BGS11224||0|0|37.50|
BGS11225||0|0|69.79|
BGS11226||0|0|37.50|
BGS11227||0|0|53.50|
BGS11228||0|0|25.50|
BGS11229||0|0|33.82|
BGS11230||0|0|19.00|
BGS11231||0|0|29.50|
BGS11232||0|0|29.50|
BGS11233||0|0|21.50|
BGS11234||0|0|24.51|
BGS11235||0|0|19.00|
BGS11236||0|0|21.50|
BGS11237||0|0|35.00|
BGS11238||0|0|75.00|
BGS11239||0|0|72.50|
BGS11240||0|0|54.00|
BGS11241||0|0|39.50|
BGS11243||0|0|57.55|
BGS11244||0|0|36.55|
BGS11245||0|0|75.59|
BGS11246||0|0|27.50|
BGS11247||0|0|25.50|
BGT00001||0|0|283.19|
BGT00003||0|0|334.45|
BGT00004||0|0|371.43|upload/artikel_bilder/bgt00004.jpg
BGT00005||0|0|298.32|upload/artikel_bilder/bgt00005.jpg
BGT00006||0|0|321.85|upload/artikel_bilder/bgt00006.jpg
BGT00007||0|0|327.30|
BGT00008||0|0|417.90|
BGT00009||0|0|235.00|
BGT00010||0|0|207.50|
BGT00011||0|0|292.00|
BSP20001||0|0|97.34|
BSP20002||0|0|97.34|
BSP20003||0|0|124.43|
BSP20004||0|0|124.43|
BSP20005||0|0|80.43|
BSP20006||0|0|80.43|
BSP20007||0|0|67.57|
BSP20008||0|0|67.57|
BSP20009||0|0|85.10|
BSP20010||0|0|85.10|
BSP20011||0|0|187.43|
BSP20012||0|0|187.43|
BSP20013||0|0|188.48|
BSP20014||0|0|188.48|
BSP20015||0|0|122.85|
BSP20016||0|0|79.70|
BSP20017||0|0|86.20|
BSP20018||0|0|164.70|
BSP20019||0|0|166.95|
BSP20020||0|0|161.70|
BSP20021||0|0|137.03|
BSP20022||0|0|128.10|
BSP20023||0|0|132.30|
BSP20024||0|0|137.03|
BSP20025||0|0|121.28|
BSP20026||0|0|106.05|
BSP20027||0|0|223.13|
BSP20028||0|0|223.13|
BSP20030||0|0|571.34|
BSP20031||0|0|36.44|
BSP20032||0|0|110.25|
BSP20033||0|0|130.15|
BSP20034||0|0|85.47|
BSP20035||0|0|86.31|
BSP20036||0|0|132.82|
BSP20037||0|0|70.77|
BSP20038||0|0|101.85|
BSP20039||0|0|139.50|
BSP20040||0|0|96.92|
BSP20041||0|0|120.13|
BSP20042||0|0|138.65|
BSP20043||0|0|35.65|
BSP20044||0|0|35.65|
BSP20045||0|0|16.64|
BSP20046||0|0|245.18|
BSP20047||0|0|195.82|
BSP20048||0|0|261.45|
BSP20049||0|0|9.18|
BSP20050||0|0|288.75|
BSP20051||0|0|190.57|
BSP20052||0|0|520.80|
BSP20053||0|0|540.75|
BSP20054||0|0|468.30|
BSP20055||0|0|473.55|
BSP20056||0|0|473.55|
BSP20057||0|0|520.80|
BSP20058||0|0|429.45|
BSP20059||0|0|840.00|
BSP20061||0|0|429.45|
BSP20062||0|0|840.00|
BSP20064||0|0|110.77|
BSP20065||0|0|118.13|
BSP20066||0|0|69.09|
BSP20067||0|0|110.92|
BSP20068||0|0|126.52|
BSP20069||0|0|126.52|
BSP20070||0|0|236.25|
BSP20071||0|0|91.24|
BSP20072||0|0|22.10|
BSP20073||0|0|22.10|
BSP20074||0|0|16.64|
BSP20075||0|0|33.50|
BSP20077||0|0|58.91|
BSP20079||0|0|66.78|
BSP20080||0|0|88.20|
BSP20081||0|0|58.91|
BSP20082||0|0|6.82|
BSP20083||0|0|6.82|
BSP20084||0|0|22.78|
BSP20085||0|0|21.00|
BSP20086||0|0|37.43|
BSP20087||0|0|57.86|
BSP20088||0|0|234.46|
BSP20089||0|0|234.46|
BSP20090||0|0|41.37|
BSP20091||0|0|12.87|
BSP20092||0|0|12.13|
BSP20093||0|0|10.34|
BSP20094||0|0|12.13|
BSP20095||0|0|11.39|
BSP20096||0|0|17.85|
BSP20097||0|0|17.22|
BSP20098||0|0|50.55|
BSP20099||0|0|13.23|
BSP20100||0|0|17.96|
BSP20101||0|0|25.30|
BSP20102||0|0|106.73|
BSP20103||0|0|106.73|
BSP20104||0|0|106.73|
BSP20105||0|0|104.84|
BSP20106||0|0|97.13|
BSP20107||0|0|6.03|
BSP20108||0|0|6.03|
BSP20109||0|0|3.46|
BSP20110||0|0|3.46|
BSP20111||0|0|21.73|
BSP20112||0|0|21.73|
BSP20113||0|0|24.15|
BSP20116||0|0|9.92|
BSP20117||0|0|9.92|
BSP20118||0|0|9.92|
BSP20119||0|0|7.35|
BSP20120||0|0|97.13|
BSP20121||0|0|100.07|
BSP20122||0|0|100.07|
BSP20123||0|0|163.80|
BSP20124||0|0|164.85|
BSP20125||0|0|219.45|
BSP20126||0|0|219.45|
BSP20127||0|0|223.39|
BSP20128||0|0|129.12|
BSP20129||0|0|223.39|
BSP20130||0|0|129.12|
BSP20131||0|0|14.18|
BSP20132||0|0|24.10|
BSP20133||0|0|61.32|
BSP20134||0|0|65.08|
BSP20135||0|0|107.10|
BSP20136||0|0|162.12|
BSP20137||0|0|107.10|
BSP20138||0|0|165.06|
BSP20141||0|0|21.42|
BSP20142||0|0|25.93|
BSP20143||0|0|18.90|
BSP20144||0|0|21.42|
BSP20145||0|0|20.74|
BSP20146||0|0|5.35|
BSP20147||0|0|13.60|
BSP20148||0|0|15.91|
BSP20149||0|0|25.93|
BSP20150||0|0|7.66|
BSP20151||0|0|29.61|
BSP20152||0|0|30.97|
BSP20153||0|0|11.87|
BSP20155||0|0|35.70|
BSP20156||0|0|7.08|upload/artikel_bilder/20156.jpg
BSP20157||0|0|80.33|
BSP20158||0|0|80.33|
BSP20159||0|0|737.10|
BSP20161||0|0|18.90|
BSP20162||0|0|28.82|
BSP20163||0|0|25.93|upload/artikel_bilder/20163.jpg
BSP20164||0|0|25.93|
BSP20165||0|0|208.43|
BSP20166||0|0|165.90|
BSP20167||0|0|169.18|
BSP20168||0|0|182.18|
BSP20169||0|0|347.49|upload/artikel_bilder/20169.jpg
BSP20170||0|0|273.00|
BSP20171||0|0|40.55|
BSP20172||0|0|40.55|
BSP20173||0|0|24.67|
BSP20174||0|0|64.78|
BSP20175||0|0|64.78|
BSP20176||0|0|691.95|upload/artikel_bilder/20176.jpg
BSP20177||0|0|92.40|
BSP20178||0|0|81.69|
BSP20179||0|0|4.30|upload/artikel_bilder/20179.jpg
BSP20180||0|0|81.68|
BSP20181||0|0|150.94|
BSP20182||0|0|150.94|
BSP20183||0|0|150.94|
BSP20184||0|0|134.76|
BSP20185||0|0|90.82|
BSP20186||0|0|115.50|
BSP20187||0|0|27.30|
BSP20188||0|0|56.18|
BSP20189||0|0|183.39|
BSP20190||0|0|183.39|
BSP20191||0|0|79.80|
BSP20192||0|0|79.80|
BSP20193||0|0|105.82|
BSP20194||0|0|105.82|
BSP20195||0|0|66.25|
BSP20196||0|0|66.25|
BSP20197||0|0|42.21|
BSP20198||0|0|49.50|
BSP20199||0|0|714.00|
BSP20200||0|0|664.65|upload/artikel_bilder/20200.jpg
BSP20201||0|0|49.82|
BSP20202||0|0|39.59|
BSP20203||0|0|34.65|
BSP20204||0|0|57.33|
BSP20205||0|0|40.69|
BSP20206||0|0|34.13|
BSP20207||0|0|212.42|
BSP20208||0|0|47.20|
BSP20209||0|0|37.80|
BSP20210||0|0|61.22|
BSP20211||0|0|67.83|
BSP20212||0|0|12.87|
BSP20213||0|0|18.69|
BSP20214||0|0|12.66|
BSP20215||0|0|13.65|
BSP20216||0|0|11.71|
BSP20217||0|0|18.80|
BSP20218||0|0|4.09|
BSP20219||0|0|4.78|
BSP20220||0|0|4.78|upload/artikel_bilder/20220.jpg
BSP20221||0|0|33.03|
BSP20222||0|0|33.03|
BSP20223||0|0|33.03|
BSP20224||0|0|15.07|
BSP20225||0|0|45.67|
BSP20227||0|0|24.67|
BSP20228||0|0|11.45|
BSP20229||0|0|19.43|upload/artikel_bilder/20229.jpg
BSP20230||0|0|17.85|upload/artikel_bilder/20230.jpg
BSP20231||0|0|16.96|upload/artikel_bilder/20231.jpg
BSP20232||0|0|35.13|
BSP20233||0|0|8.61|
BSP20234||0|0|12.18|
BSP20235||0|0|9.66|
BSP20236||0|0|195.82|
BSP20237||0|0|47.67|
BSP20238||0|0|47.67|
BSP20239||0|0|98.91|
BSP20240||0|0|73.29|
BSP20241||0|0|74.76|
BSP20242||0|0|92.08|
BSP20243||0|0|64.15|
BSP20244||0|0|45.67|
BSP20245||0|0|44.57|
BSP20246||0|0|56.70|
BSP20247||0|0|3.20|
BSP20248||0|0|3.20|
BSP20249||0|0|3.20|
BSP20250||0|0|5.82|
BSP20251||0|0|3.20|
BSP20253||0|0|5.82|
BSP20254||0|0|5.82|
BSP20255||0|0|5.82|
BSP20256||0|0|5.82|
BSP20257||0|0|2.05|
BSP20258||0|0|3.20|
BSP20259||0|0|104.06|
BSP20260||0|0|86.83|
BSP20261||0|0|200.55|
BSP20262||0|0|172.72|
BSP20263||0|0|172.72|
BSP20264||0|0|95.34|
BSP20265||0|0|95.34|
BSP20266||0|0|95.34|
BSP20267||0|0|95.34|
BSP20268||0|0|651.00|
BSP20269||0|0|50.76|
BSP20270||0|0|245.18|
BSP20272||0|0|22.47|
BSP20273||0|0|22.47|
BSP20274||0|0|16.22|
BSP20275||0|0|34.60|
BSP20276||0|0|13.02|
BSP20277||0|0|6.82|
BSP20278||0|0|6.82|
BSP20279||0|0|12.55|
BSP20280||0|0|16.49|
BSP20281||0|0|10.39|
BSP20282||0|0|23.73|
BSP20283||0|0|18.53|
BSP20284||0|0|6.03|
BSP20285||0|0|6.03|
BSP20286||0|0|29.50|
BSP20287||0|0|91.66|
BSP20288||0|0|111.03|
BSP20289||0|0|31.97|
BSP20290||0|0|33.13|
BSP20291||0|0|62.27|
BSP20292||0|0|62.27|
BSP20293||0|0|135.97|
BSP20295||0|0|129.15|
BSP20296||0|0|129.15|
BSP20297||0|0|150.15|
BSP20298||0|0|168.52|
BSP20299||0|0|185.85|
BSP20301||0|0|124.95|
BSP20302||0|0|25.51|
BSP20303||0|0|25.51|
BSP20306||0|0|25.51|
BSP20308||0|0|128.10|
BSP20309||0|0|223.13|
BSP20310||0|0|223.13|
BSP20311||0|0|29.34|
BSP20312||0|0|269.85|
BSP20313||0|0|243.04|
BSP20314||0|0|376.95|
BSP20315||0|0|333.90|
BSP20316||0|0|384.30|
BSP20317||0|0|521.64|
BSP20318||0|0|320.94|
BSP20319||0|0|355.95|
BSP20320||0|0|73.18|
BSP20321||0|0|108.67|
BSP20322||0|0|99.12|
BSP20323||0|0|6.66|
BSP20324||0|0|59.33|
BSP20325||0|0|102.80|
BSP20326||0|0|102.80|
BSP20327||0|0|10.03|
BSP20328||0|0|29.92|
BSP20329||0|0|5.67|
BSP20330||0|0|10.45|
BSP20331||0|0|88.57|
BSP20332||0|0|89.04|
BSP20333||0|0|20.53|
BSP20334||0|0|10.50|
BSP20335||0|0|27.51|
BSP20336||0|0|15.02|
BSP20337||0|0|10.50|
BSP20338||0|0|5.35|
BSP20339||0|0|1.99|
BSP20340||0|0|5.20|
BSP20341||0|0|73.18|
BSP20342||0|0|26.56|
BSP20343||0|0|46.48|
BSP20344||0|0|88.57|
BSP20346||0|0|247.80|
BSP20347||0|0|247.80|
BSP20348||0|0|89.04|
BSP20349||0|0|35.02|
BSP20350||0|0|45.15|
BSP20351||0|0|38.12|
BSP20352||0|0|91.66|
BSP20353||0|0|45.00|
BSP20354||0|0|41.61|
BSP20355||0|0|106.05|
BSP20356||0|0|32.08|
BSP20357||0|0|32.08|
BSP20358||0|0|60.27|
BSP20359||0|0|35.28|
BSP20360||0|0|35.28|
BSP20361||0|0|26.56|
BSP20362||0|0|17.17|
BSP20363||0|0|17.17|
BSP20364||0|0|37.43|
BSP20365||0|0|37.43|
BSP20366||0|0|19.01|
BSP20367||0|0|52.61|
BSP20368||0|0|67.57|
BSP20369||0|0|33.03|
BSP20370||0|0|37.49|
BSP20371||0|0|41.42|
BSP20372||0|0|37.49|
BSP20373||0|0|41.42|
BSP20374||0|0|290.85|
BSP20375||0|0|227.85|
BSP20376||0|0|227.85|
BSP20377||0|0|196.92|
BSP20379||0|0|124.90|
BSP20380||0|0|63.10|
BSP20381||0|0|81.67|
BSP20383||0|0|16.96|
BSP20384||0|0|73.08|
BSP20385||0|0|36.33|
BSP20386||0|0|36.33|
BSP20387||0|0|20.27|
BSP20388||0|0|44.73|
BSP20389||0|0|10.24|
BSP20390||0|0|10.24|
BSP20391||0|0|6.45|
BSP20392||0|0|8.34|
BSP20393||0|0|2.89|
BSP20394||0|0|8.34|
BSP20395||0|0|7.56|
BSP20396||0|0|3.73|
BSP20397||0|0|12.87|
BSP20398||0|0|14.44|
BSP20399||0|0|7.77|
BSP20400||0|0|7.77|
BSP20401||0|0|18.22|
BSP20402||0|0|18.22|
BSP20403||0|0|18.22|
BSP20405||0|0|33.97|
BSP20406||0|0|7.71|
BSP20407||0|0|35.28|
BSP20408||0|0|18.27|
BSP20409||0|0|104.16|
BSP20410||0|0|104.16|
BSP20411||0|0|20.32|
BSP20412||0|0|20.32|
BSP20413||0|0|6.40|
BSP20414||0|0|46.93|
BSP20415||0|0|7.19|
BSP20416||0|0|18.64|
BSP20417||0|0|89.20|
BSP20418||0|0|89.20|
BSP20419||0|0|24.31|
BSP20420||0|0|24.99|
BSP20421||0|0|403.20|
BSP20422||0|0|11.29|
BSP20423||0|0|2805.00|
BSP20424||0|0|6.03|
BSP20425||0|0|114.45|
BSP20427||0|0|289.80|
BSP20428||0|0|44.73|
BSP20429||0|0|1170.75|
BSP20430||0|0|435.75|
BSP20431||0|0|36.33|
BSP20432||0|0|35.60|
BSP20433||0|0|696.15|
BSP20434||0|0|114.45|
BSP20435||0|0|83.88|
BSP20436||0|0|132.82|
BSP20437||0|0|7.87|
BSP20438||0|0|101.33|
BSP20439||0|0|8.29|
BSP20440||0|0|108.99|
BSP20441||0|0|15.91|
BSP20442||0|0|1580.25|
BSP20443||0|0|40.32|
BSP20444||0|0|58.38|
BSP20445||0|0|2.73|
BSP20446||0|0|3.83|
BSP20447||0|0|3.83|
BSP20448||0|0|88.51|
BSP20449||0|0|57.12|
BSP20450||0|0|227.85|
BSP20451||0|0|144.38|
BSP20452||0|0|6.03|
BSP20453||0|0|6.03|
BSP20454||0|0|6.03|
BSP20455||0|0|7.40|
BSP20456||0|0|19.32|
BSP20457||0|0|37.43|
BSP20458||0|0|83.16|
BSP20459||0|0|23.36|
BSP20460||0|0|168.52|
BSP20461||0|0|15.96|
BSP20462||0|0|20.53|
BSP20463||0|0|25.09|
BSP20464||0|0|149.10|
BSP20465||0|0|149.10|
BSP20466||0|0|14.81|
BSP20467||0|0|23.99|
BSP20468||0|0|10.24|
BSP20469||0|0|212.10|
BSP20470||0|0|51.71|
BSP20471||0|0|36.07|
BSP20472||0|0|36.07|
BSP20473||0|0|92.08|
BSP20474||0|0|92.08|
BSP20475||0|0|117.08|
BSP20476||0|0|143.22|
BSP20477||0|0|24.67|
BSP20478||0|0|24.67|
BSP20479||0|0|24.67|
BSP20480||0|0|59.33|
BSP20481||0|0|59.33|
BSP20482||0|0|208.43|
BSP20483||0|0|208.43|
BSP20484||0|0|14.39|
BSP20485||0|0|54.39|
BSP20486||0|0|40.37|
BSP20487||0|0|10.29|
BSP20488||0|0|10.39|
BSP20489||0|0|195.40|
BSP20490||0|0|127.05|
BSP20491||0|0|121.80|
BSP20492||0|0|119.70|
BSP20493||0|0|119.70|
BSP20494||0|0|36.07|
BSP20495||0|0|36.07|
BSP20496||0|0|38.44|
BSP20497||0|0|821.97|
BSP20499||0|0|61.22|
BSP20500||0|0|66.57|
BSP20502||0|0|253.57|
BSP20503||0|0|86.83|
BSP20504||0|0|86.83|
BSP20505||0|0|30.45|
BSP20506||0|0|117.08|
BSP20507||0|0|41.48|
BSP20508||0|0|41.48|
BSP20509||0|0|10.97|
BSP20510||0|0|13.39|
BSP20511||0|0|13.34|
BSP20512||0|0|16.07|
BSP20513||0|0|10.61|
BSP20514||0|0|31.30|
BSP20515||0|0|21.95|
BSP20516||0|0|21.95|
BSP20517||0|0|21.95|
BSP20518||0|0|104.06|
BSP20519||0|0|104.06|
BSP20520||0|0|109.00|
BSP20521||0|0|109.00|
BSP20522||0|0|41.42|
BSP20523||0|0|41.42|
BSP20524||0|0|18.48|
BSP20525||0|0|235.62|
BSP20526||0|0|235.62|
BSP20527||0|0|91.66|
BSP20528||0|0|91.66|
BSP20529||0|0|134.40|
BSP20532||0|0|25.62|
BSP20533||0|0|12.34|
BSP20534||0|0|9.97|
BSP20535||0|0|173.25|
